mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_113086,OCC1OC(CO)C1O,2.11065,1.26071,0.95952,3.1872,67.39,-0.2525,0.0407,0.2932,1276.6825,0.157905,-497.260948,-497.251179,-497.250235,-497.296293,35.151
gdb_127516,Cn1c(cc(n1)O)C=O,2.68984,1.33948,0.89929,3.632,73.36,-0.2322,-0.0635,0.1687,1210.5987,0.112632,-453.977319,-453.968858,-453.967914,-454.011299,29.942
gdb_12251,COC1CC(=O)C1C,3.21714,1.58085,1.23009,3.2657,69.18,-0.2381,-0.017,0.2211,1031.4407,0.151406,-384.940458,-384.931679,-384.930735,-384.974086,31.288
gdb_100603,COC(C)C(=O)NC=N,2.24326,1.07583,0.87862,1.5651,76.96,-0.2485,-0.0192,0.2294,1409.7999,0.157948,-456.37647,-456.366277,-456.365333,-456.412225,35.612
gdb_127328,CN1C=NC(=N)C(C)=N1,3.03058,1.47835,1.00602,4.3342,82.8,-0.2189,-0.0353,0.1836,1161.0849,0.137214,-414.207906,-414.199416,-414.198472,-414.241282,30.969
gdb_43789,N=C1NC2(CC2)C11CO1,2.48999,1.67826,1.18195,3.3556,75.56,-0.2325,0.0095,0.242,1062.1837,0.13531,-417.950434,-417.942404,-417.94146,-417.982826,31.1
gdb_104580,CCC1(CC1)CC(=O)C,2.06308,1.32982,0.95621,2.5431,85.7,-0.2373,-0.0113,0.226,1348.821,0.203305,-388.307483,-388.296929,-388.295985,-388.343905,38.649
gdb_7165,CCCN(C)CC#N,5.91166,0.83716,0.78515,4.2237,77.02,-0.2351,0.0234,0.2585,1481.435,0.175765,-345.186575,-345.17682,-345.175876,-345.221663,34.041
gdb_93437,CC1CNC(=N)NC1=O,2.968,1.37675,0.97209,2.0456,75.77,-0.2338,-0.0044,0.2293,1190.604,0.150318,-435.33381,-435.325422,-435.324477,-435.366851,31.916
gdb_72180,CC12CC3CC4C(C14)C23,2.94545,1.94802,1.54831,0.207,84.59,-0.2352,0.0933,0.3285,950.6969,0.185367,-349.928779,-349.921912,-349.920968,-349.959376,29.875
gdb_109346,OCC1=CCCC2NC12,2.8484,1.2662,0.95308,1.8463,80.8,-0.2309,0.018,0.2489,1258.2863,0.173038,-403.13032,-403.121946,-403.121002,-403.163412,32.396
gdb_77323,CC1C(NCC1=O)C#N,2.42318,1.32995,1.18753,3.1728,72.26,-0.2574,-0.0365,0.2209,1120.3552,0.136469,-418.040422,-418.03183,-418.030886,-418.074099,31.368
gdb_110653,OCC1C2C3OC3C12O,2.47572,1.42249,1.09541,1.4538,67.19,-0.2302,0.0521,0.2823,1121.8176,0.13374,-458.855293,-458.84688,-458.845936,-458.888588,32.186
gdb_62245,OC(CCNC=O)C#N,3.2955,0.73472,0.64129,5.3705,70.44,-0.2629,0.0064,0.2693,1667.9153,0.134788,-455.174582,-455.164574,-455.16363,-455.211094,34.198
gdb_73418,CC12OCC3C4C(C14)C23,2.63039,2.30772,1.609,1.4932,76.88,-0.2325,0.0924,0.3248,891.2591,0.161195,-385.850923,-385.844187,-385.843243,-385.881513,28.571
gdb_43933,O=C1NC23CC(C2)OC13,3.6523,1.55044,1.35721,4.2379,68.6,-0.2421,0.0016,0.2436,942.4469,0.126294,-437.830864,-437.824453,-437.823509,-437.861512,26.604
gdb_50899,C(C=O)C(=O)OCC#N,5.67744,0.68599,0.6706,2.0789,64.5,-0.2728,-0.0452,0.2277,1594.5967,0.097926,-473.864625,-473.85533,-473.854386,-473.901384,30.452
gdb_13041,O=C1NCC1CC#N,4.00277,1.45763,1.12533,6.9256,62.52,-0.2633,0.016,0.2793,995.3141,0.107755,-378.754315,-378.746643,-378.745699,-378.787178,26.657
gdb_86852,NC1CC(OC1=O)C#C,2.87984,1.26054,1.04594,3.0572,70.12,-0.2472,0.0045,0.2517,1156.7307,0.12431,-437.885137,-437.876635,-437.87569,-437.918553,31.483
gdb_127942,CN=C1NN=CC=C1O,2.50878,1.64153,0.99851,2.2211,79.76,-0.1984,-0.0358,0.1626,1137.9757,0.125804,-434.072408,-434.064414,-434.06347,-434.10482,30.346
gdb_47633,C1CC=CC(=O)C(=O)C1,2.40309,1.62326,1.02439,5.6979,76.9,-0.236,-0.0835,0.1525,1133.6887,0.136816,-421.863014,-421.854968,-421.854024,-421.896653,29.848
gdb_8492,CC1(C)C2CC1(O)C2,2.63597,2.02247,1.9408,1.1347,75.04,-0.2553,0.0801,0.3354,875.5415,0.17627,-348.956517,-348.948181,-348.947237,-348.988696,32.615
gdb_54530,NC(=O)C12CC1OCO2,3.25135,1.43514,1.15277,2.7445,64.91,-0.2417,0.0251,0.2668,1046.1624,0.124394,-475.032182,-475.024104,-475.02316,-475.064965,30.254
gdb_100523,NC(=N)C(=O)C(O)CO,2.12911,1.3828,0.89078,0.6311,67.36,-0.2435,-0.0708,0.1727,1263.3823,0.134904,-492.290666,-492.280996,-492.280052,-492.325592,35.33
gdb_94521,OC1CCC1C(=O)C#C,3.06974,1.18309,0.99683,3.5014,76.35,-0.2554,-0.07,0.1854,1206.743,0.134489,-421.791622,-421.782869,-421.781925,-421.825668,32.525
gdb_24009,C#Cc1cocc1C#N,1.98935,1.8826,0.96725,3.8657,75.01,-0.251,-0.0383,0.2127,1100.5991,0.077862,-398.358351,-398.350939,-398.349994,-398.390529,27.349
gdb_72795,CC12COC1=NCCN2,2.52614,1.75562,1.38752,3.765,75.45,-0.2235,0.0196,0.2431,1007.5732,0.161714,-419.1909,-419.183071,-419.182127,-419.222836,30.968
gdb_28753,OC1=CN=C(N1)OC=N,6.83249,0.85412,0.75921,3.0175,67.92,-0.1992,0.0078,0.207,1391.6433,0.101397,-470.029814,-470.021459,-470.020514,-470.063968,29.532
gdb_78013,CC1C2N(C)CC12C=O,2.6108,1.30354,1.03428,3.6168,82.86,-0.2142,-0.0192,0.195,1227.9128,0.169327,-403.113523,-403.104225,-403.103281,-403.147402,34.298
gdb_113398,CCC1CC11C2CC1O2,4.06385,0.99577,0.91718,2.0318,83.82,-0.2298,0.0848,0.3146,1365.2405,0.181656,-386.999712,-386.991138,-386.990194,-387.033079,33.271
gdb_56805,OC(C#N)C1=NCCN1,3.10569,1.18902,0.94888,5.4559,70.33,-0.2445,-0.0041,0.2404,1217.9464,0.125573,-434.082839,-434.07435,-434.073406,-434.116772,30.487
gdb_96746,CN=C(C#N)OCC#C,3.34851,0.86586,0.69386,3.1338,77.52,-0.2805,-0.053,0.2275,1543.5759,0.109407,-416.772391,-416.762662,-416.761717,-416.807861,33.26
gdb_121278,OCCC1COC2CC12,3.96161,0.86342,0.77729,1.2948,77.67,-0.2283,0.0762,0.3045,1494.6572,0.183205,-424.204359,-424.195479,-424.194535,-424.238406,33.52
gdb_48545,O=CC12C3CC1CCN23,2.89023,1.46911,1.43408,3.0121,76.54,-0.2454,-0.0267,0.2187,1006.3696,0.149371,-401.9281,-401.920861,-401.919917,-401.959892,28.402
gdb_128754,COC=Nc1cc[nH]n1,6.63119,0.7613,0.69211,2.8125,79.32,-0.213,-0.0051,0.2079,1579.3284,0.12517,-434.079978,-434.071378,-434.070434,-434.114514,29.941
gdb_75190,CC1=CCN(C1)CC=O,3.73465,0.86447,0.7287,3.0331,83.08,-0.2135,-0.0224,0.1911,1550.7,0.169153,-403.156853,-403.147422,-403.146478,-403.191944,33.804
gdb_96628,CN=C(C(=O)NC=N)N,3.61418,0.95266,0.75772,3.5234,77.47,-0.2418,-0.0417,0.2001,1464.2347,0.135489,-451.365045,-451.355135,-451.354191,-451.400309,34.512
gdb_111983,CC12CN1C(CO)C=C2,3.28906,1.2326,1.02926,2.5269,80.14,-0.2259,0.0054,0.2313,1215.2795,0.171093,-403.12658,-403.117943,-403.116999,-403.159593,33.6
gdb_86737,CC1OC(C=C1)C(C)=O,3.75419,1.07414,0.97012,3.0366,78.52,-0.2245,-0.0189,0.2055,1296.073,0.156965,-423.051503,-423.042169,-423.041224,-423.086365,33.718
gdb_84960,CC1NC(=N)C(=O)C1C,2.22944,1.66274,1.08217,4.3089,78.02,-0.2337,-0.0558,0.1779,1149.4791,0.159867,-419.252552,-419.243612,-419.242668,-419.286088,33.769
gdb_44567,O=C1CC2C1CC1CN21,2.88901,1.65221,1.46503,1.6052,74.23,-0.2367,-0.027,0.2097,956.9283,0.149408,-401.934198,-401.927204,-401.92626,-401.965557,28.388
gdb_37156,C1C2C3C4C5OC5C13N24,4.07237,1.89971,1.66206,0.7506,70.62,-0.2356,0.0549,0.2905,819.3883,0.1264,-400.604644,-400.599095,-400.598151,-400.634172,24.32
gdb_109088,OCC1=CC2OCC2C1,3.79292,1.07009,0.93778,3.3434,77.07,-0.2334,0.0181,0.2514,1277.9153,0.160062,-423.010799,-423.00251,-423.001566,-423.04415,31.016
gdb_125915,CC1CC2=C(O1)N=NO2,4.46015,1.30581,1.06386,5.1456,67.86,-0.227,-0.043,0.184,1081.7257,0.112781,-453.909372,-453.902053,-453.901109,-453.941677,27.474
gdb_13520,CC1OCC1C(N)=O,3.26795,1.64852,1.43828,4.4321,64.35,-0.244,0.0172,0.2612,933.4401,0.141588,-401.017118,-401.008449,-401.007505,-401.051102,30.508
gdb_72685,CC12CCC1(CC2)C=O,2.23,1.47255,1.41965,2.8151,83.12,-0.2414,-0.0257,0.2157,1097.3322,0.181471,-387.086319,-387.077277,-387.076333,-387.120784,34.132
gdb_89495,CC1CC2(C)CCC2=C1,2.89012,1.31652,1.12017,0.3543,92.67,-0.22,0.0229,0.2429,1231.7541,0.20624,-351.151095,-351.142269,-351.141325,-351.183958,35.437
gdb_114246,OCC1CC2(CC2O)O1,3.40188,0.95938,0.92617,2.9746,72.4,-0.2324,0.059,0.2915,1342.0887,0.1577,-460.114861,-460.105784,-460.10484,-460.149204,34.066
gdb_113148,CCC1NC1(C)C#CC,3.34017,0.7469,0.67734,1.5826,94.37,-0.2237,0.0465,0.2703,1799.3734,0.19156,-367.178097,-367.166866,-367.165922,-367.216274,39.328
gdb_88682,CC1CN1C1CC1(C)O,3.13654,0.99856,0.90847,0.7912,84.44,-0.2219,0.0832,0.3051,1409.7408,0.19145,-404.30366,-404.293565,-404.292621,-404.338604,38.087
gdb_35868,N#CC1COCC11CN1,2.12353,1.76684,1.17581,3.1444,71.98,-0.2638,0.0208,0.2847,1063.7886,0.137661,-417.989879,-417.981948,-417.981003,-418.023227,29.483
gdb_128476,COC(C)C1=NON=N1,2.89952,1.28214,0.98598,2.3348,66.67,-0.2775,-0.0751,0.2024,1187.2108,0.122136,-471.137436,-471.128647,-471.127703,-471.172243,30.441
gdb_255,CC(C)CC=O,7.05919,1.96028,1.67683,2.7416,57.47,-0.2481,-0.0197,0.2284,750.1795,0.140549,-271.653205,-271.645574,-271.644629,-271.685015,26.267
gdb_46798,O=C1COC2CC(C2)N1,2.90492,1.61968,1.26884,4.0915,71.83,-0.2338,0.0203,0.254,1011.0771,0.15017,-439.095656,-439.08832,-439.087375,-439.127456,29.325
gdb_57676,CC(C)(CC=O)CC=O,3.82507,0.80432,0.7908,1.2771,79.86,-0.2491,-0.0427,0.2064,1502.5098,0.177863,-424.248187,-424.237305,-424.236361,-424.285734,38.071
gdb_65182,OC1(CC1)C1OC1C#N,2.5676,1.36139,1.20376,2.2865,68.82,-0.2763,-0.0101,0.2661,1081.3433,0.122455,-437.85023,-437.841643,-437.840699,-437.884076,31.668
gdb_45337,N=C1OC2COC(=N)C12,2.60331,1.82532,1.2327,4.1875,67.7,-0.271,-0.0046,0.2664,979.5225,0.114627,-453.956241,-453.949224,-453.94828,-453.988113,26.66
gdb_94849,CC1CCC2(COC2)C1,3.45384,1.05466,0.95625,2.01,84.79,-0.2409,0.0669,0.3079,1347.8552,0.20687,-388.289947,-388.280939,-388.279995,-388.324614,34.129
gdb_18332,O=C1COC2COC12,3.50623,2.28262,1.62506,2.5505,56.86,-0.2403,-0.0446,0.1956,769.6116,0.107674,-419.661265,-419.654783,-419.653839,-419.692371,23.754
gdb_25619,CC#Cc1c(cco1)C,3.33364,0.99343,0.77272,0.8807,91.8,-0.2003,-0.0065,0.1938,1469.8549,0.134769,-384.710185,-384.700846,-384.699901,-384.747066,32.474
gdb_73627,CC12CCCC1N=CO2,2.22978,1.97184,1.49389,1.8158,77.36,-0.2443,0.0273,0.2716,990.7218,0.173428,-403.195753,-403.188075,-403.18713,-403.227686,30.721
gdb_41025,C1CC23C1CC21CC3O1,3.26109,1.78226,1.48924,1.8658,80.11,-0.2247,0.0697,0.2943,940.2656,0.159949,-385.748895,-385.742114,-385.74117,-385.779615,28.854
gdb_111436,COC1C2CC2C2NC12,2.88633,1.54514,1.22604,2.459,78.07,-0.2303,0.0646,0.2949,1083.1264,0.172534,-403.097607,-403.089703,-403.088759,-403.130097,31.133
gdb_10489,C#CCC1(CC1)CO,2.65563,1.64791,1.2311,1.1311,73.28,-0.2571,0.0543,0.3114,1037.5982,0.151582,-347.751842,-347.742862,-347.741918,-347.785457,33.088
gdb_45383,N=C1OC2CCC12C#N,2.23577,1.79244,1.26015,4.742,71.25,-0.2844,-0.0076,0.2768,1006.6955,0.113598,-416.802112,-416.794613,-416.793669,-416.834332,28.113
gdb_130502,c1c2c(cncn2)on1,4.2089,1.71998,1.22101,0.3844,67.42,-0.2713,-0.083,0.1883,897.6851,0.081556,-431.693953,-431.688381,-431.687437,-431.72393,21.797
gdb_9973,C#CCC(C#C)C#N,3.27939,1.42917,1.03627,3.7072,69.67,-0.2804,0.0027,0.2831,1065.802,0.092654,-324.263319,-324.254861,-324.253917,-324.296543,29.862
gdb_62602,CC1(C)C2C3C4C3N2C14,3.3663,1.73132,1.51372,1.7149,80.46,-0.2186,0.0812,0.2998,955.8643,0.171734,-365.927206,-365.919851,-365.918907,-365.958311,30.669
gdb_133178,CC1=CC(F)=NOC1=N,3.05463,1.39051,0.96113,2.8714,69.65,-0.2446,-0.0769,0.1677,1122.451,0.099597,-477.959754,-477.952043,-477.951099,-477.992185,28.717
gdb_74757,CC1=CC2CC1C21CC1,2.91984,1.4457,1.27218,0.2653,88.47,-0.2106,0.0239,0.2345,1115.8841,0.183215,-349.911034,-349.90307,-349.902126,-349.94302,32.576
gdb_20591,Cc1c(cn[nH]1)CO,3.33791,1.82322,1.25055,2.7197,67.38,-0.225,0.0244,0.2494,950.4903,0.131791,-379.941064,-379.933027,-379.932083,-379.973899,28.653
gdb_54347,NC(=O)C1(CCN1)C#N,2.00284,1.83142,1.18048,3.0132,69.39,-0.2532,-0.0097,0.2435,1058.1182,0.125156,-434.087824,-434.07911,-434.078166,-434.12159,31.804
gdb_52225,O=CCOC1CC1C=O,3.70381,0.7131,0.63134,3.2408,71.7,-0.253,-0.0385,0.2145,1690.7621,0.131824,-458.947199,-458.937611,-458.936666,-458.983609,32.497
gdb_9641,CCC1CC1(O)C#C,4.29173,1.17009,1.08496,1.041,75.86,-0.2387,0.0365,0.2752,1163.4486,0.150839,-347.756699,-347.747565,-347.746621,-347.790222,33.88
gdb_26681,Cc1c(c(oc1N)N)N,2.26336,1.60355,0.95318,2.0558,77.63,-0.1672,0.0481,0.2152,1215.7943,0.147801,-435.290495,-435.280484,-435.27954,-435.325941,36.302
gdb_71629,CC12NC3C1OCOC23,2.80519,1.69086,1.60301,1.0745,70.96,-0.2399,0.0818,0.3218,937.6551,0.14954,-439.019466,-439.012336,-439.011392,-439.050715,28.627
gdb_126372,CCc1[nH]nc(n1)NC,4.80279,0.8977,0.78967,1.7487,79.69,-0.1976,0.028,0.2256,1496.2995,0.160965,-415.425776,-415.416336,-415.415392,-415.46085,33.597
gdb_129177,N=C1NC2=C(ON=N2)O1,3.28852,1.37069,0.96904,2.4673,68.74,-0.2293,-0.0989,0.1304,1076.8855,0.065945,-484.873271,-484.865926,-484.864982,-484.905499,26.385
gdb_118866,CC1(CCO)CC2NC12,3.55872,0.92907,0.86543,0.6225,82.1,-0.2265,0.0799,0.3064,1423.054,0.193676,-404.297021,-404.287545,-404.286601,-404.33117,36.225
gdb_1833,C1CC(=O)CC1=O,5.76933,2.1087,1.60265,1.5763,53.67,-0.2427,-0.0443,0.1984,721.4989,0.100767,-344.506029,-344.499521,-344.498577,-344.538796,23.054
gdb_76734,CC1C(C)C2(C)CC12C,1.92153,1.70467,1.11014,0.305,93.07,-0.2335,0.0778,0.3114,1262.5594,0.227084,-352.349867,-352.339384,-352.33844,-352.384188,40.324
gdb_85331,OC1CC(=O)N2CCC12,2.18628,1.99521,1.31298,3.55,72.01,-0.2381,0.0196,0.2577,1001.276,0.149486,-439.105248,-439.097458,-439.096514,-439.137713,29.911
gdb_54519,CC(=O)C12CC1OCC2,3.09702,1.33567,1.09159,3.0041,75.95,-0.2379,-0.0109,0.227,1147.7247,0.159161,-423.039399,-423.031004,-423.030059,-423.072636,31.958
gdb_107538,CCC12CC1CC2C=O,1.84647,1.63704,1.03238,2.9127,83.11,-0.236,-0.0224,0.2135,1237.9448,0.181334,-387.076692,-387.067366,-387.066422,-387.111603,34.521
gdb_7840,CC(O)CC1CN1C,3.6794,1.11746,1.02308,2.5515,75.58,-0.2199,0.0682,0.2881,1255.9564,0.186878,-366.229466,-366.219959,-366.219015,-366.263823,34.967
gdb_36831,C(C#CC1CN1)N1CC1,4.33218,0.70758,0.66392,0.8893,86.61,-0.2343,0.0259,0.2601,1723.4123,0.159452,-381.973824,-381.964629,-381.963684,-382.009795,32.867
gdb_119717,COCC12CCC1C2O,3.09093,1.00585,0.90382,1.8978,80.02,-0.244,0.0759,0.3199,1400.5525,0.181571,-424.17909,-424.169602,-424.168658,-424.213805,35.0
gdb_108453,OCC12CCC1OC2=O,2.37675,1.67922,1.21919,3.5935,67.52,-0.2743,0.0017,0.276,1042.9123,0.136382,-458.969334,-458.961299,-458.960355,-459.002207,29.987
gdb_60711,OC(C=O)C#CCC#C,3.30839,0.69769,0.60459,2.3409,76.13,-0.2619,-0.0456,0.2164,1759.2405,0.108338,-420.558232,-420.548352,-420.547408,-420.595493,33.913
gdb_64091,CC1(CNC(=O)NC1)C,3.22345,1.20176,1.09737,4.1651,78.56,-0.2346,0.0543,0.2888,1202.3997,0.184258,-420.470984,-420.461774,-420.46083,-420.504413,35.458
gdb_9259,CC(CO)CCC#C,5.77545,0.77509,0.71506,1.3999,77.67,-0.2582,0.0575,0.3157,1562.7314,0.174095,-348.971922,-348.961775,-348.960831,-349.007323,36.027
gdb_75487,CC1=CCCC2(O)CC12,2.48217,1.4857,1.10948,1.2827,84.74,-0.2169,0.0257,0.2426,1180.3972,0.183007,-387.100579,-387.091924,-387.09098,-387.133175,34.639
gdb_16113,C#CC12COCC1N2,4.67121,1.65473,1.45077,1.2625,67.6,-0.251,0.0329,0.2839,867.8527,0.119742,-362.602876,-362.596045,-362.595101,-362.633672,26.461
gdb_73505,OC12COC3CCC1C23,2.84575,1.77018,1.41844,2.0469,73.29,-0.2402,0.0676,0.3078,966.0231,0.161421,-423.023406,-423.016062,-423.015118,-423.05497,29.765
gdb_83272,CC1C2CC(O)COC12,2.77532,1.27395,1.1562,0.7802,77.74,-0.2263,0.0694,0.2957,1176.1196,0.183203,-424.207542,-424.198613,-424.197668,-424.241201,34.11
gdb_77188,OC1C(OC1=O)C1CC1,3.34634,1.06545,0.86593,3.399,69.42,-0.2609,0.0002,0.2611,1313.6321,0.134991,-458.966224,-458.957545,-458.956601,-459.000345,31.31
gdb_4851,Cc1ccc([nH]1)OC,6.24659,1.27129,1.07054,1.069,73.07,-0.1729,0.0613,0.2343,1109.6852,0.142286,-363.894901,-363.886585,-363.885641,-363.927618,30.171
gdb_80342,CC1C2OC(C#N)C12O,2.19185,1.52912,1.33866,3.7574,69.02,-0.2553,-0.0064,0.249,1039.6834,0.122667,-437.842359,-437.833838,-437.832894,-437.875313,31.636
gdb_129500,c1nc(n(n1)C(=O)N)O,2.94572,1.74552,1.09605,4.1682,60.8,-0.2558,-0.03,0.2259,991.7196,0.091704,-486.139816,-486.132542,-486.131598,-486.171737,26.908
gdb_109601,CC1C(CO)C1(N)C#N,1.92873,1.29991,0.98845,3.3875,77.33,-0.272,0.0213,0.2933,1284.2056,0.158285,-419.197625,-419.1874,-419.186456,-419.232833,36.8
gdb_129734,NC1=C(O)ON=CC1=N,2.37472,1.91338,1.06086,1.7546,73.36,-0.1939,-0.0488,0.1451,1036.1199,0.101416,-469.980807,-469.972901,-469.971957,-470.012924,30.145
gdb_72053,CC12OC3CC1C23C#C,2.52973,1.63943,1.27379,1.2162,81.01,-0.2253,0.0279,0.2532,1042.4144,0.134494,-384.599803,-384.591837,-384.590893,-384.632006,31.273
gdb_55663,CC(=O)OC(C=O)C#N,2.67682,1.02597,0.86719,4.9611,64.7,-0.2908,-0.0608,0.23,1328.7897,0.096674,-473.865175,-473.855531,-473.854587,-473.90186,31.45
gdb_69574,OC12CC1C1(CC1)C2=O,2.8708,1.48992,1.18169,2.9533,74.42,-0.2325,-0.0116,0.221,1068.394,0.134603,-421.794785,-421.786514,-421.78557,-421.827448,31.576
gdb_38374,C1C2CC1OCOCC2,2.09851,2.0851,1.32401,2.0235,77.22,-0.2464,0.0768,0.3232,1032.6438,0.185574,-424.206473,-424.198963,-424.198018,-424.238031,30.849
gdb_40402,C1CC1C12CC1N=CO2,3.58665,1.35978,1.20139,1.7399,75.35,-0.2419,0.0162,0.2581,1075.2346,0.149019,-401.929825,-401.922411,-401.921466,-401.962001,29.207
gdb_83319,CC12CCC(C1O)C2=O,2.17543,1.73341,1.43614,2.6709,74.45,-0.2298,-0.0155,0.2143,1019.5,0.159316,-423.03366,-423.025116,-423.024172,-423.066331,32.862
gdb_124519,CC(C)c1conc1N,2.54514,1.33435,0.98683,3.4936,77.23,-0.2296,0.0083,0.2379,1241.4942,0.159424,-419.212272,-419.203151,-419.202207,-419.246097,34.248
gdb_80484,CC1CC2C(O)C2C1O,2.39238,1.54963,1.32125,3.1013,76.82,-0.2442,0.0571,0.3013,1087.2614,0.183757,-424.21983,-424.211199,-424.210255,-424.252882,34.341
gdb_36707,C#CCOC1CC=CC1,4.46893,0.79985,0.76487,1.2897,83.43,-0.2407,0.0275,0.2682,1530.2012,0.157869,-385.851584,-385.842575,-385.84163,-385.886527,33.153
gdb_43908,O=C1NC2(COC12)C#C,3.04948,1.42482,1.12368,4.2025,69.42,-0.245,-0.004,0.2409,1047.6986,0.099878,-436.633244,-436.625591,-436.624647,-436.665451,28.939
gdb_110422,COC1C2C3C1OC23C,4.79499,1.0984,1.02215,0.6527,75.68,-0.2224,0.0822,0.3047,1230.6957,0.157682,-422.947086,-422.938647,-422.937703,-422.980037,31.996
gdb_49918,O=CC1CN(C=O)C1=O,3.28182,1.10382,0.94624,4.5696,66.84,-0.2663,-0.0592,0.2071,1201.4,0.099284,-473.865407,-473.857015,-473.856071,-473.899517,28.512
gdb_83657,OC1C2COC2C11CN1,2.45616,1.72982,1.29805,1.3662,71.22,-0.241,0.0475,0.2885,1014.5611,0.14834,-439.008587,-439.000738,-438.999794,-439.041193,30.288
gdb_48093,O=CC(=O)N1C2CCC12,3.14488,1.28493,0.97057,2.7732,73.01,-0.2485,-0.0773,0.1712,1180.6185,0.123116,-437.863146,-437.854971,-437.854027,-437.896622,29.421
gdb_37364,C1C2COCC1C1OC21,2.88518,1.82264,1.60949,1.2448,72.52,-0.2481,0.0861,0.3342,910.096,0.163221,-423.018108,-423.011651,-423.010706,-423.04855,27.424
gdb_58121,CC(O)C(C)(O)CC#C,3.01969,1.02517,0.93435,1.4111,80.42,-0.2606,0.0438,0.3044,1351.3034,0.177771,-424.19839,-424.187379,-424.186434,-424.233767,41.321
gdb_83985,CC1C2CCCC=CC12,2.20971,1.56756,1.27689,0.347,91.51,-0.2247,0.0252,0.25,1152.486,0.208597,-351.156418,-351.147863,-351.146919,-351.189281,34.128
gdb_115121,CCC1COC(=N)C1=O,3.07822,1.23883,0.9201,4.3709,74.67,-0.2541,-0.0681,0.186,1262.5911,0.147634,-439.119497,-439.110752,-439.109808,-439.153457,31.897
gdb_6991,CC1OCOC1(C)C,2.55714,2.21119,1.68261,1.2207,70.06,-0.2442,0.0793,0.3235,900.8334,0.175761,-386.1553,-386.14657,-386.145625,-386.188102,32.75
gdb_66494,CC12C3C1C1=NC2C3O1,3.04347,1.73949,1.41001,3.3233,73.34,-0.2362,-0.0184,0.2179,940.3234,0.123315,-400.656523,-400.64899,-400.648045,-400.688433,28.945
gdb_51569,O=CCC1NC1C1CO1,4.51503,0.71762,0.65862,1.9093,74.14,-0.2459,-0.0261,0.2197,1648.6647,0.145861,-439.035431,-439.026298,-439.025354,-439.071193,31.981
gdb_80590,CC1C2OC(C12)C(N)=O,3.79145,1.10334,1.00103,2.8201,72.09,-0.2349,0.0308,0.2658,1227.1114,0.147146,-439.078176,-439.06945,-439.068506,-439.111839,32.647
gdb_83776,CN1C2CCC3OC2C13,2.95619,1.73608,1.52049,1.2552,77.27,-0.2085,0.0742,0.2827,968.1066,0.173583,-403.101981,-403.094937,-403.093993,-403.132977,29.368
gdb_124183,CC#CCc1c[nH]nc1,4.51903,0.76967,0.69427,2.0566,82.05,-0.2327,0.0238,0.2565,1618.6047,0.136779,-380.868074,-380.858981,-380.858037,-380.904902,31.447
gdb_30980,COC1=C(N)OC(=N)O1,2.39062,1.51351,0.96067,3.253,66.61,-0.2074,0.0337,0.2411,1178.2826,0.111763,-491.079988,-491.071265,-491.070321,-491.113849,31.209
gdb_130212,c1(=O)c(n[nH]nc1N)N,2.52649,1.8835,1.08075,2.4451,72.54,-0.1921,-0.0442,0.1479,1021.9807,0.10374,-466.202156,-466.194419,-466.193475,-466.2339,30.227
gdb_109101,CCC1=CNC(=O)C1=O,3.18753,1.23975,0.9513,5.4996,73.67,-0.2385,-0.0917,0.1467,1214.9996,0.123956,-437.946079,-437.937372,-437.936428,-437.979978,31.237
gdb_128447,COC(=O)c1nc[nH]n1,4.75918,1.08918,0.8913,4.0609,65.4,-0.2726,-0.0345,0.2382,1230.1038,0.102448,-470.051926,-470.04398,-470.043036,-470.085525,27.337
gdb_29562,c1c(c(=O)c(c[nH]1)O)N,2.38149,1.83166,1.03662,6.6412,74.67,-0.1806,-0.0093,0.1713,1070.4304,0.114407,-453.994148,-453.986144,-453.9852,-454.026149,31.293
gdb_90664,CC1CC2C1C21COC1,4.11828,1.02025,1.01488,2.0673,82.72,-0.2398,0.0769,0.3167,1291.9426,0.18277,-387.036528,-387.02812,-387.027176,-387.069659,32.354
gdb_61319,CC(CC#CC#N)C#N,6.30377,0.58472,0.54961,1.2699,84.49,-0.301,-0.0571,0.2439,1859.3592,0.111612,-379.67881,-379.669403,-379.668459,-379.714012,32.37
gdb_133176,CC1=CC(F)=NNC1=N,3.09052,1.36219,0.95092,0.3989,73.45,-0.2136,-0.0555,0.1581,1144.3954,0.113164,-458.113444,-458.105694,-458.10475,-458.14571,29.488
gdb_23673,c1c(ncnc1F)O,4.27133,1.84926,1.29053,2.0283,54.47,-0.2746,-0.034,0.2406,822.4183,0.074169,-438.75686,-438.751104,-438.75016,-438.786867,21.764
gdb_22420,CC12CC(C1)C(C2)=NO,3.42014,1.19007,1.03229,1.2356,83.28,-0.2344,0.0238,0.2582,1218.3968,0.171496,-403.108672,-403.100451,-403.099507,-403.141019,33.067
gdb_60469,CC(O)COCC1CO1,3.87032,0.67873,0.6531,3.603,76.55,-0.2588,0.071,0.3298,1796.6971,0.179971,-461.325868,-461.315601,-461.314657,-461.362581,36.392
gdb_39473,C1CC2OC(CO1)C=C2,2.39828,2.09403,1.53882,0.5949,75.21,-0.2346,0.0145,0.2491,933.4333,0.162437,-423.028313,-423.02139,-423.020446,-423.059285,28.572
